,Id,Label,Interval,Giant_Component,cluster_eigen,cluster_kmeans,cluster_GN,hashtags,gruppo
794,944913239871279104,TugnoliSandro,,1,1,1,1,@matteosalvinimi,1
795,1360669426887065604,cammarata_lee,,1,1,1,1,@matteosalvinimi,1
796,2327799494,Lisa05061973,,1,1,1,1,@matteosalvinimi,1
797,1420161018186063873,TwentyQuaranti2,,1,1,1,1,@matteosalvinimi,1
798,407077433,brunieradino,,1,1,1,1,@matteosalvinimi,1
799,2984387777,luglio1972,,1,1,1,1,@matteosalvinimi,1
800,1243490123855138819,ArtiHare,,1,1,1,1,@matteosalvinimi,1
801,1242799462390644736,Silvia74665972,,1,1,1,1,@matteosalvinimi,1
802,438601393,mikless94,,1,1,1,1,@matteosalvinimi,1
803,84853836,Frafrafra85,,1,1,1,1,@matteosalvinimi,1
804,1466821784397922304,l_guerreras,,0,0,0,0,@matteosalvinimi,1
805,1393085290370281473,MarkChierici,,1,1,1,1,@matteosalvinimi,1
806,131262995,dieguito82,,1,1,1,1,@matteosalvinimi,1
807,1370085944112582659,AndreaGressani,,1,1,1,1,@matteosalvinimi,1
808,1459934952410210306,CasadiCanapa,,1,1,1,1,@matteosalvinimi,1
809,1172883227125735424,Martina18597036,,1,2,1,1,@matteosalvinimi,1
810,1462855658349465608,5Ricomincio,,1,1,1,1,@matteosalvinimi,1
811,715644689622372352,andmar76,,1,2,1,1,@matteosalvinimi,1
812,1246749804845314049,Giampie29888093,,1,1,1,1,@matteosalvinimi,1
813,1331264735103356928,fabioarrighi1,,1,1,1,1,@matteosalvinimi,1
814,143463688,Giordanofornoni,,1,1,1,1,@matteosalvinimi,1
815,1245553374,Danilo50306,,1,1,1,1,@matteosalvinimi,1
816,1446193924331249668,Sokkom523,,1,1,1,1,@matteosalvinimi,1
817,2464793882,GiusyZaccone,,1,1,1,1,@matteosalvinimi,1
818,1123858502118776834,riccardosanna14,,1,1,1,1,@matteosalvinimi,1
819,366160680,digioia_fabio,,1,1,1,1,@matteosalvinimi,1
820,1255129783958007811,Lella562,,1,1,1,1,@matteosalvinimi,1
821,1248341835770200064,L3onard___,,1,1,1,1,@matteosalvinimi,1
822,1050385864797446144,salvini_stefano,,1,1,1,1,@matteosalvinimi,1
823,1324253602471464960,marseglia_marco,,1,2,1,1,@matteosalvinimi,1
824,2478485040,gigi63042185,,1,1,1,1,@matteosalvinimi,1
825,1353995335513870336,NasiniRosella,,1,1,1,1,@matteosalvinimi,1
826,1372961162413944835,GattoneTele,,0,0,0,0,@matteosalvinimi,1
827,1370387662956298242,Gabriel23322863,,1,1,1,1,@matteosalvinimi,1
828,97220386,i_Stef,,1,1,1,1,@matteosalvinimi,1
829,1337835585034186753,cinzia49227255,,1,1,1,1,@matteosalvinimi,1
830,4620858862,chiara4eyes,,1,1,1,1,@matteosalvinimi,1
831,805030986,bencivenga1971,,1,1,1,1,@matteosalvinimi,1
832,966318320151683072,stropponi,,1,1,1,1,@matteosalvinimi,1
833,532572724,Luca_Fantuzzi,,1,1,1,1,@matteosalvinimi,1
834,1225122167815385090,ChrisFreschi04,,1,1,1,1,@matteosalvinimi,1
835,1144950428087586817,Raff_Napolitano,,1,1,1,1,@matteosalvinimi,1
836,469262479,AlfredoDalFerro,,1,1,1,1,@matteosalvinimi,1
837,432036004,foscaecon,,1,1,1,1,@matteosalvinimi,1
838,1065170347232845826,anitaelaura,,1,1,1,1,@matteosalvinimi,1
839,1362293914196180992,MaxMistro63,,1,1,1,1,@matteosalvinimi,1
840,1441007725115318272,AntonelloValer2,,1,1,1,1,@matteosalvinimi,1
841,473238229,berettasudaca,,1,1,1,1,@matteosalvinimi,1
842,1040828736,cavalierepadano,,1,1,1,1,@matteosalvinimi,1
843,2148581297,VincenzoViolano,,1,2,1,1,@matteosalvinimi,1
844,1455206650030219270,TonyMontanaEZ,,1,1,1,1,@matteosalvinimi,1
845,1405815240743395329,VolintiruAlice,,1,1,1,1,@matteosalvinimi,1
846,1450559025817468934,elsa12429697,,0,0,0,0,@matteosalvinimi,1
847,2758820040,Warehouseman59,,1,1,1,1,@matteosalvinimi,1
848,135646754,FACT60,,1,1,1,1,@matteosalvinimi,1
849,1307091875518705664,AriellaAmie,,0,0,0,0,@matteosalvinimi,1
850,2267915489,PierluigiCandia,,1,1,1,1,@matteosalvinimi,1
851,1283040799417131016,Lella40444111,,1,1,1,1,@matteosalvinimi,1
852,1390653288136290307,Marisab79879802,,1,2,2,1,@matteosalvinimi,1
853,1349697321576099840,Lorenzxo2,,1,1,1,1,@matteosalvinimi,1
854,761160984903974912,triplete103,,0,0,0,0,@matteosalvinimi,1
855,2982883078,naty_bibble2512,,0,0,0,0,@matteosalvinimi,1
856,4875964570,efficienzaener1,,1,1,1,1,@matteosalvinimi,1
857,1109014398960578560,bennittosss,,0,0,0,0,@matteosalvinimi,1
858,2184531680,DanieleMazza9,,1,1,1,1,@matteosalvinimi,1
859,1450831470604476418,Stefania_Hanami,,1,1,1,1,@matteosalvinimi,1
860,50355977,FraLauricella,,0,0,0,0,@matteosalvinimi,1
861,1457059909502177280,Frances48957178,,1,1,1,1,@matteosalvinimi,1
862,1100725721465532416,Federic39674782,,1,1,1,1,@matteosalvinimi,1
863,1352629733947826176,MarcoAn64248061,,1,1,1,1,@matteosalvinimi,1
864,1435369757969092618,steganiania,,1,1,1,1,@matteosalvinimi,1
865,1164038954,supercap70,,1,2,1,1,@matteosalvinimi,1
866,1238800491632607232,gianluca826,,1,1,1,1,@matteosalvinimi,1
867,1089500969052848128,MCapparetti,,0,0,0,0,@matteosalvinimi,1
868,2341083257,battistabd,,1,1,1,1,@matteosalvinimi,1
869,1459539183891107843,fiosimonazzi,,1,2,2,1,@matteosalvinimi,1
870,1344802960749060099,Samuel21091422,,1,1,1,1,@matteosalvinimi,1
871,1440030768571432968,AlessiaNannucci,,1,2,1,1,@matteosalvinimi,1
872,283416650,barbarab1974,,1,2,2,1,@matteosalvinimi,1
873,1471060933778849795,JeanMartin72,,1,1,1,1,@matteosalvinimi,1
874,1419760478306414592,Andrea60407083,,1,1,1,1,@matteosalvinimi,1
875,1364939599601168385,MMaXXprIIme,,1,1,1,1,@matteosalvinimi,1
876,478889514,mantovanimg,,1,1,1,1,@matteosalvinimi,1
877,1249837503760269312,PittChambers1,,1,2,1,1,@matteosalvinimi,1
878,1882975495,pierino5861,,1,1,1,1,@matteosalvinimi,1
879,452013510,albiuno,,1,2,1,1,@matteosalvinimi,1
880,1200449290973396996,MariaBarbieri_7,,1,1,1,1,@matteosalvinimi,1
881,38573759,giamps78,,0,0,0,0,@matteosalvinimi,1
882,789419320984166401,Peonia249,,1,1,1,1,@matteosalvinimi,1
883,941817729648156672,fatequalcosa,,1,1,1,1,@matteosalvinimi,1
884,1459473555100475400,Sa59422328,,1,2,2,1,@matteosalvinimi,1
885,1087476792007495680,NazzarenoMi,,1,2,1,1,@matteosalvinimi,1
886,960819725856059393,Fabiusfax,,1,1,1,1,@matteosalvinimi,1
887,1410898242397691905,Politic01774202,,1,2,1,1,@matteosalvinimi,1
888,1279126399295651841,StefanoSabati17,,1,2,1,1,@matteosalvinimi,1
889,1373354712460886020,Quindec56574258,,1,1,1,1,@matteosalvinimi,1
890,841826323681157120,PaiKrKarkkainen,,1,1,1,1,@matteosalvinimi,1
891,42848843,illibata,,1,1,1,1,@matteosalvinimi,1
892,4160203479,LPincia,,1,2,2,1,@matteosalvinimi,1
893,889769605035696129,Ada32016514Ada,,1,1,1,1,@matteosalvinimi,1
894,1445508753684451335,Gio31917355,,1,2,1,1,@matteosalvinimi,1
895,586736890,Samanta8888,,1,2,1,1,@matteosalvinimi,1
896,3252394091,RosaniFlavia,,1,2,2,1,@matteosalvinimi,1
897,1446922910308917248,Maipi02646817,,1,1,1,1,@matteosalvinimi,1
898,1288323050807734277,corradopiobbico,,1,1,1,1,@matteosalvinimi,1
899,1470136896403783698,2021Pauline,,1,1,1,1,@matteosalvinimi,1
900,323858624,DarkForce78,,1,1,1,1,@matteosalvinimi,1
901,4134285383,AZambo69,,1,1,1,1,@matteosalvinimi,1
902,1169382144969465856,Rosy46044624,,1,1,1,1,@matteosalvinimi,1
903,1436091919726170114,nad2677,,1,2,1,1,@matteosalvinimi,1
904,435283445,bincenzino,,1,1,1,1,@matteosalvinimi,1
905,1146147427,sil_viar0,,1,1,1,1,@matteosalvinimi,1
906,1423422588479582212,gratacasola,,1,1,1,1,@matteosalvinimi,1
907,1316658380,effelina7155,,1,2,1,1,@matteosalvinimi,1
908,1471893577919868932,sara_laiolo,,1,1,1,1,@matteosalvinimi,1
909,773448309893726208,_Dani_DM,,1,1,1,1,@matteosalvinimi,1
910,1311420488,murphi57,,1,1,1,1,@matteosalvinimi,1
911,1058192615814897664,RoccoFaillace72,,0,0,0,0,@matteosalvinimi,1
912,1446184244867477511,nuntius_viator,,1,1,1,1,@matteosalvinimi,1
913,1430122498352427008,Marlin29249739,,1,2,1,1,@matteosalvinimi,1
914,761170444904964096,Bettabetta59,,1,2,1,1,@matteosalvinimi,1
915,191579596,Mario_Molinari,,1,1,1,1,@matteosalvinimi,1
916,912816336,BeppeMaresca,,1,1,1,1,@matteosalvinimi,1
917,2629508758,MILEYTIAMO2,,1,1,1,1,@matteosalvinimi,1
918,40433343,NikeSkywalker,,1,1,1,1,@matteosalvinimi,1
919,1424981249903505409,baggi_michela,,1,1,1,1,@matteosalvinimi,1
920,2755564035,Achille1966,,1,2,1,1,@matteosalvinimi,1
921,1208811826743521280,comascio,,1,1,1,1,@matteosalvinimi,1
922,1217767250695946241,clamar65,,1,1,1,1,@matteosalvinimi,1
923,1460706463,fannymiam,,1,1,1,1,@matteosalvinimi,1
924,962989620,Silvestro52,,1,1,1,1,@matteosalvinimi,1
925,1222246382188318720,mannersmaketh10,,1,1,1,1,@matteosalvinimi,1
926,400798557,destranelcuore,,1,1,1,1,@matteosalvinimi,1
927,442083142,mspini2,,1,2,1,1,@matteosalvinimi,1
928,880354010,_giulia2004,,1,1,1,1,@matteosalvinimi,1
929,978197286076510208,Dear_Inanna_Z,,1,2,1,1,@matteosalvinimi,1
930,1438082730923892738,Doremisolasido1,,1,1,1,1,@matteosalvinimi,1
931,1442884202748317706,Daniela11855015,,1,1,1,1,@matteosalvinimi,1
932,475732955,brunodese,,1,2,2,1,@matteosalvinimi,1
933,1440330849921105920,CardamoneIsabel,,1,1,1,1,@matteosalvinimi,1
934,1218946952924213251,Veraelena5,,1,2,2,1,@matteosalvinimi,1
935,1429231388394467332,Ilaria89965081,,1,2,1,1,@matteosalvinimi,1
936,1054285017181052929,_Ross_83,,1,1,1,1,@matteosalvinimi,1
937,426112917,fjadanza,,1,2,1,1,@matteosalvinimi,1
938,1138777682248982528,LB19712,,1,2,1,1,@matteosalvinimi,1
939,1448250438566957062,Edmond72Dantes,,1,1,1,1,@matteosalvinimi,1
940,1476159162627330049,lucky_lazz,,1,1,1,1,@matteosalvinimi,1
941,1443847898735783967,DesireemailCom1,,1,1,1,1,@matteosalvinimi,1
942,755442242,NonRicordarMi,,1,1,1,1,@matteosalvinimi,1
943,2767302910,elisaangelini62,,1,1,1,1,@matteosalvinimi,1
944,235712668,pippo78tn,,1,2,2,1,@matteosalvinimi,1
945,739044913543794688,eluccellini,,1,1,1,1,@matteosalvinimi,1
946,1079458256949575680,MimidiRosa1,,1,1,1,1,@matteosalvinimi,1
947,981843302432608257,Nadia_hopppe1,,1,1,1,1,@matteosalvinimi,1
948,2227488127,leopadanofe,,1,1,1,1,@matteosalvinimi,1
949,1379515156959531011,BagsLab,,1,2,1,1,@matteosalvinimi,1
950,1420870472,la_jangiacomo,,1,1,1,1,@matteosalvinimi,1
951,707910753,PiranSim,,1,1,1,1,@matteosalvinimi,1
952,40004536,SCRIGNOMAGICO,,1,1,1,1,@matteosalvinimi,1
953,986140489,Urobertu,,1,1,1,1,@matteosalvinimi,1
954,928345597182177286,Gianluc68325330,,1,2,2,1,@matteosalvinimi,1
955,392552289,iq_196,,1,1,1,1,@matteosalvinimi,1
956,1033488919,tiber_h,,1,1,1,1,@matteosalvinimi,1
957,864546176,dan2cil,,1,1,1,1,@matteosalvinimi,1
958,1037009894648569857,Gabry70458401,,1,1,1,1,@matteosalvinimi,1
959,2902601895,complottista12,,1,2,2,1,@matteosalvinimi,1
960,725882047,AntonioParisi00,,1,1,1,2,@matteosalvinimi,1
961,1385324301478469633,Silvia714462254,,1,1,1,1,@matteosalvinimi,1
962,1449464996216426500,Valdanos21,,1,1,1,1,@matteosalvinimi,1
963,1288901307093450752,Martina95190659,,1,2,2,1,@matteosalvinimi,1
964,2208732222,MPC307,,1,1,1,1,@matteosalvinimi,1
965,246940612,mariocomella,,1,1,1,1,@matteosalvinimi,1
966,126081363,bikermanfast,,1,2,1,1,@matteosalvinimi,1
967,324987074,sciarrone66,,1,1,1,1,@matteosalvinimi,1
968,2236516034,GiorgioJayDee,,1,1,1,1,@matteosalvinimi,1
969,1432801281081548808,templare2021,,1,2,1,1,@matteosalvinimi,1
970,1352801998983335937,Lukenji,,1,1,1,2,@matteosalvinimi,1
971,2615476385,PMurroccu,,1,1,1,1,@matteosalvinimi,1
972,1473977401071841286,ilbaro67,,1,2,2,1,@matteosalvinimi,1
973,69696487,redflat,,1,1,1,1,@matteosalvinimi,1
974,3069933261,domenicomanzo87,,1,1,1,1,@matteosalvinimi,1
975,1435736186975313921,VPerVendetta14,,1,2,1,1,@matteosalvinimi,1
976,790152050948575233,Fragment_84,,0,0,0,0,@matteosalvinimi,1
977,186124512,MRC_uscITA,,1,1,1,1,@matteosalvinimi,1
978,1307820207499599875,Grazia73135006,,1,1,1,1,@matteosalvinimi,1
979,1072463977177907201,catelepand,,1,1,1,1,@matteosalvinimi,1
980,142846723,elyisa83,,1,1,1,1,@matteosalvinimi,1
981,1235170114544242691,riveritz92,,1,1,1,2,@matteosalvinimi,1
982,72237914,AlexShot1978,,1,1,1,1,@matteosalvinimi,1
983,1025143716,etventadv,,1,1,1,1,@matteosalvinimi,1
984,742397759991480320,manu_etoile,,1,2,1,1,@matteosalvinimi,1
985,1227587522567512066,Maxxxibb3,,1,1,1,1,@matteosalvinimi,1
986,1447835681254948865,DanoDan39192364,,1,1,1,1,@matteosalvinimi,1
987,28321142,cybexmind,,1,1,1,1,@matteosalvinimi,1
988,903357817020706816,Marylu58121349,,1,2,2,1,@matteosalvinimi,1
989,1151477410648535040,pigidimitri,,1,1,1,1,@matteosalvinimi,1
990,1442950706915315712,ren7444,,1,1,1,1,@matteosalvinimi,1
991,1683545012,2631925,,1,1,1,1,@matteosalvinimi,1
992,1041959122760019968,TDanomade,,1,1,1,1,@matteosalvinimi,1
993,1372630004270530561,dodicinove,,1,2,2,1,@matteosalvinimi,1
994,3038454551,cialone_giorgio,,1,1,1,1,@matteosalvinimi,1
995,1164470940698316800,MP04011972,,1,1,1,1,@matteosalvinimi,1
996,908445731891146753,Ardito65330980A,,1,1,1,1,@matteosalvinimi,1
997,1432327291967782912,Arlo1Arlotti,,1,1,1,1,@matteosalvinimi,1
998,107810622,VicentePugliaAr,,1,1,1,1,@matteosalvinimi,1
999,2985415239,_iunius,,1,1,1,1,@matteosalvinimi,1
1000,1184788175232876544,JANSOBIESKI17,,1,1,1,1,@matteosalvinimi,1
1001,494172683,mostra76,,1,1,1,1,@matteosalvinimi,1
1002,1391047573553754112,Alessan49159179,,1,1,1,1,@matteosalvinimi,1
1003,1037076323599114241,Carmine13051963,,1,2,1,1,@matteosalvinimi,1
1004,475234937,valy_s,,1,1,1,1,@matteosalvinimi,1
1005,978173912,ga3duez,,1,1,1,1,@matteosalvinimi,1
1006,859500037981835264,n_conformista,,1,1,1,1,@matteosalvinimi,1
1007,3862333281,972b974e1b0440e,,1,1,1,1,@matteosalvinimi,1
1008,772520766885728260,Torex1979,,1,1,1,1,@matteosalvinimi,1
1009,427299130,aurapara,,1,1,1,1,@matteosalvinimi,1
1010,405482706,Lucaarggh,,1,2,1,1,@matteosalvinimi,1
1011,1417045292667576323,NicolasVanHort1,,1,2,2,1,@matteosalvinimi,1
1012,1345033794529714178,ZombieBuster5,,1,1,1,1,@matteosalvinimi,1
1013,1030481148663791616,ipse_dixit_345,,1,1,1,2,@matteosalvinimi,1
1014,957705748665991170,junction_base,,1,1,1,1,@matteosalvinimi,1
1015,358968766,frankponch72,,1,1,1,1,@matteosalvinimi,1
1016,177164070,MarcoRCapelli,,1,2,2,1,@matteosalvinimi,1
1017,1465445622853558274,Titty20202020,,1,1,1,1,@matteosalvinimi,1
1018,1237045959789613056,maurarossi9,,1,1,1,1,@matteosalvinimi,1
1019,76993549,graaf63,,1,1,1,1,@matteosalvinimi,1
1020,313517712,Sara_fromArda,,1,1,1,1,@matteosalvinimi,1
1021,1027404487,MSator,,1,2,1,1,@matteosalvinimi,1
1022,1253740719728189440,franzulli77,,1,2,1,1,@matteosalvinimi,1
1023,1448982766251610112,ArielLion00,,1,1,1,1,@matteosalvinimi,1
1024,1239122714,AlbertZara,,1,1,1,1,@matteosalvinimi,1
1025,1085531312,albealias,,1,2,1,1,@matteosalvinimi,1
1026,1372227242638577671,NormalitaNuova,,1,2,2,1,@matteosalvinimi,1
1027,1010807990,PaperinikEdonna,,1,1,1,1,@matteosalvinimi,1
1028,4373034267,OnofrioDG1,,1,1,1,1,@matteosalvinimi,1
1029,2768212373,_st31975_,,1,1,1,1,@matteosalvinimi,1
1030,826637624,_nebbia_,,1,1,1,1,@matteosalvinimi,1
1031,130502044,abitudinario,,1,1,1,1,@matteosalvinimi,1
1032,4788106457,alborama,,1,1,1,1,@matteosalvinimi,1
1033,1473128938058792961,Rossell96349164,,0,0,0,0,@matteosalvinimi,1
1034,872189046323281920,ardixen,,1,1,1,1,@matteosalvinimi,1
1035,884779487535222784,Lory75808366,,1,1,1,1,@matteosalvinimi,1
1036,602125481,cdaria1,,1,1,1,1,@matteosalvinimi,1
1037,1253060014002094082,Luigi77149983,,1,1,1,1,@matteosalvinimi,1
1038,1414955644596129799,Lorenzo36522471,,1,2,2,1,@matteosalvinimi,1
1039,1300912900601720834,IlLegionario1,,1,1,1,1,@matteosalvinimi,1
1040,130106591,embonaccorso,,1,1,1,1,@matteosalvinimi,1
1041,1358833884348231680,GaleazzoLorenzo,,1,1,1,1,@matteosalvinimi,1
1042,479022315,buchal_c,,1,1,1,1,@matteosalvinimi,1
1043,623687670,emiliobolles,,1,2,1,1,@matteosalvinimi,1
1044,133167075,pualai,,1,1,1,1,@matteosalvinimi,1
1045,1231573077722632192,Roxy19794,,1,1,1,1,@matteosalvinimi,1
1046,1427359828482068488,Roby86341796,,1,1,1,1,@matteosalvinimi,1
1047,1448259950623563776,saturnocontro66,,1,1,1,1,@matteosalvinimi,1
1048,1363122972572200960,libellularib4,,1,1,1,1,@matteosalvinimi,1
1049,2175541491,47187297Bruna,,1,1,1,1,@matteosalvinimi,1
1050,1427553158910390302,monicaintre,,1,1,1,1,@matteosalvinimi,1
1051,1414259757809012741,SolideaBea,,1,1,1,1,@matteosalvinimi,1
1052,1905031909,saratripodi2,,1,1,1,1,@matteosalvinimi,1
1053,1388269877291634688,Renata91493146,,1,2,1,1,@matteosalvinimi,1
1054,2203769724,92Alero,,1,1,1,1,@matteosalvinimi,1
1055,2367800094,masini90,,1,1,1,1,@matteosalvinimi,1
1056,1228722936510603264,76GivesYouWings,,1,1,1,1,@matteosalvinimi,1
1057,27417914,noformat54,,1,1,1,1,@matteosalvinimi,1
1058,1305225313836822529,margore6,,1,1,1,1,@matteosalvinimi,1
1059,116750021,linetta53,,1,1,1,1,@matteosalvinimi,1
1060,1402380556357275648,Danze62010759,,1,1,1,1,@matteosalvinimi,1
1061,1249813315427209216,Danielasolare61,,1,1,1,1,@matteosalvinimi,1
1062,1055380681,jobwithinternet,,1,2,1,1,@matteosalvinimi,1
1063,1370078456,anna_1951,,0,0,0,0,@matteosalvinimi,1
1064,1008649894301782017,RodolfoRomagno1,,1,1,1,1,@matteosalvinimi,1
1065,4859931532,UgoCutilliPhoto,,1,1,1,1,@matteosalvinimi,1
1066,2197175103,grecale66,,1,1,1,1,@matteosalvinimi,1
1067,1457497868072366083,gozzzzzzzzzzzz,,1,1,1,1,@matteosalvinimi,1
1068,1402973711800668163,DanielsunIt,,1,1,1,1,@matteosalvinimi,1
1069,431862853,zebranera45,,1,1,1,1,@matteosalvinimi,1
1070,1255552749258911752,CRISTIN41967228,,1,1,1,1,@matteosalvinimi,1
1071,2731131760,dar_casartelli,,1,2,1,1,@matteosalvinimi,1
1072,1608608557,riflessi_diluce,,1,1,1,1,@matteosalvinimi,1
1073,1174780873075544069,rosaroccaforte,,1,2,1,1,@matteosalvinimi,1
1074,1247063129693065216,Simona62506151,,1,1,1,1,@matteosalvinimi,1
1075,566428916,ivocamic,,1,1,1,1,@matteosalvinimi,1
1076,440247035,Zampaglion,,1,2,1,1,@matteosalvinimi,1
1077,1303175739538395137,MargaretCal1,,1,1,1,1,@matteosalvinimi,1
1078,2749292998,ebarbieri311,,1,1,1,1,@matteosalvinimi,1
1079,965292818288791552,Spartac0697,,1,1,1,1,@matteosalvinimi,1
1080,513497583,TwittGiorgio,,1,1,1,1,@matteosalvinimi,1
1081,2182443094,morena_m75,,1,1,1,1,@matteosalvinimi,1
1082,4113860656,paolo_billo,,1,1,1,1,@matteosalvinimi,1
1083,1388854795,QLexPipiens,,1,1,1,1,@matteosalvinimi,1
1084,705284330931802112,Massimo46572086,,1,1,1,1,@matteosalvinimi,1
1085,2415662937,Stefania_1972,,1,1,1,1,@matteosalvinimi,1
1086,1331889974,nhpaolocastelli,,1,1,1,1,@matteosalvinimi,1
1087,2172508827,ariolele,,1,1,1,1,@matteosalvinimi,1
1088,166663254,Ignoto2011,,1,1,1,1,@matteosalvinimi,1
1089,221415470,ArgiaBignami,,1,1,1,1,@matteosalvinimi,1
1090,1265052798,piccologabri,,1,1,1,1,@matteosalvinimi,1
1091,1092371488483827713,alessiaienco76,,1,1,1,1,@matteosalvinimi,1
1092,2240552686,dentista46,,1,1,1,1,@matteosalvinimi,1
1093,1456726149451730960,DorboMarimba,,1,1,1,1,@matteosalvinimi,1
1094,244108172,cancro58,,1,1,1,1,@matteosalvinimi,1
1095,716243750,Zamberlett,,0,0,0,0,@matteosalvinimi,1
1096,1428363829482639368,Viktoriaduz1,,1,1,1,1,@matteosalvinimi,1
1097,1445088907411038219,Manu_only5,,1,1,1,1,@matteosalvinimi,1
1098,1454116625624539138,paolonederoma,,1,1,1,1,@matteosalvinimi,1
1099,746273432283807745,antonio_spe,,1,2,1,1,@matteosalvinimi,1
1100,2704416144,zapcg,,1,1,1,1,@matteosalvinimi,1
1101,1269795319,Ingestibile79,,0,0,0,0,@matteosalvinimi,1
1102,945082627916292096,michele_pittoni,,0,0,0,0,@matteosalvinimi,1
1103,174643719,Ariel2575,,1,2,2,1,@matteosalvinimi,1
1104,529483712,cucinotta85,,1,1,1,1,@matteosalvinimi,1
1105,1024084484,arcadiacomit,,0,0,0,0,@matteosalvinimi,1
1106,1032944907873345541,Viola51872594,,0,0,0,0,@matteosalvinimi,1
1107,1169566487205634049,2034Cavecanem,,1,1,1,1,@matteosalvinimi,1
1108,934467465551269894,De51Fra,,1,1,1,1,@matteosalvinimi,1
1109,1432771197700280322,la_zoth,,1,1,1,1,@matteosalvinimi,1
1110,1154934108,maxsparvieri,,1,1,1,1,@matteosalvinimi,1
1111,1031158965898375168,Gimmi52296693,,1,2,1,1,@matteosalvinimi,1
1112,1396729003382292484,MaryZar42,,1,2,1,1,@matteosalvinimi,1
1113,1162426204705697793,Loredan83532601,,1,1,1,1,@matteosalvinimi,1
1114,1062470591163367425,MirkoCampana,,0,0,0,0,@matteosalvinimi,1
1115,81637419,lameduck1960,,1,1,1,1,@matteosalvinimi,1
1116,417897223,Stegosauro,,1,1,1,1,@matteosalvinimi,1
1117,1431333650734403584,RKilgubbin,,1,2,1,1,@matteosalvinimi,1
1118,3339150694,rocco_faillace,,0,0,0,0,@matteosalvinimi,1
1119,1440256540305289217,TorboliStefano,,1,1,1,1,@matteosalvinimi,1
1120,499656511,OrsoBrunO57,,1,1,1,1,@matteosalvinimi,1
1121,796297626,nickvox1,,1,1,1,1,@matteosalvinimi,1
1122,2792105547,MarioCuccarese,,1,1,1,1,@matteosalvinimi,1
1123,1452631610134876164,MarioOneImprota,,1,1,1,1,@matteosalvinimi,1
1124,1429019899284840451,Sveva1605,,1,1,1,1,@matteosalvinimi,1
1125,45120224,AdolfoTasinato,,1,1,1,1,@matteosalvinimi,1
1126,827186393789128704,_Velies_,,1,1,1,1,@matteosalvinimi,1
1127,1085667131910483968,GHINODITACCO18,,1,1,1,1,@matteosalvinimi,1
1128,1445093548882333696,DevetakMichela,,1,1,1,1,@matteosalvinimi,1
1129,1442589814449078272,Bluerose6898,,1,1,1,1,@matteosalvinimi,1
1130,792731002900709376,Gigadesires,,1,1,1,1,@matteosalvinimi,1
1131,608070282,vitobarile,,1,1,1,1,@matteosalvinimi,1
1132,199620260,filo_78,,1,2,1,1,@matteosalvinimi,1
1133,3032863259,angguarino,,1,1,1,1,@matteosalvinimi,1
1134,496002697,enrico_max,,1,1,1,1,@matteosalvinimi,1
1135,1232348161819189250,Scrambl46783114,,1,1,1,1,@matteosalvinimi,1
1136,907002953340518400,Rickeyboard1,,1,1,1,1,@matteosalvinimi,1
1137,3397089436,WTF1807,,1,1,1,1,@matteosalvinimi,1
1138,1200035490629607424,buzzi_fiorella,,1,1,1,1,@matteosalvinimi,1
1139,1164605350605205509,Sara__14Jun,,1,1,1,1,@matteosalvinimi,1
1140,831646859378774016,Wikileaks_Ita,,1,1,1,1,@matteosalvinimi,1
1141,70741097,lorenzlu,,1,1,1,1,@matteosalvinimi,1
1142,1858411734,triolo_antonio,,1,1,1,1,@matteosalvinimi,1
1143,1390564100124692481,DANIELA83337332,,1,1,1,1,@matteosalvinimi,1
1144,1259051111287345157,Lymond15,,1,1,1,1,@matteosalvinimi,1
1145,1001494357,faborm,,1,1,1,1,@matteosalvinimi,1
1146,1168620947710103552,BelforteLeonela,,1,1,1,1,@matteosalvinimi,1
1147,1421716917358891012,VALE24464951,,1,1,1,1,@matteosalvinimi,1
1148,92260294,Trovolavorobiz,,1,1,1,1,@matteosalvinimi,1
1149,1104120848,VinelliM76,,1,1,1,1,@matteosalvinimi,1
1150,901397943172960265,Aillu77,,1,1,1,1,@matteosalvinimi,1
1151,1416071387295408128,pupidda39,,1,1,1,1,@matteosalvinimi,1
1152,1407091232292147208,TitvsImperator2,,1,2,1,1,@matteosalvinimi,1
1153,1074422340149227526,Alexanderxxvii1,,0,0,0,0,@matteosalvinimi,1
1154,507106168,agente_zeta,,1,1,1,1,@matteosalvinimi,1
1155,1337778871471656962,RossanaMarinel5,,0,0,0,0,@matteosalvinimi,1
1156,1261809647738138624,cinziotta73,,1,1,1,1,@matteosalvinimi,1
1157,1401072119568650240,RItaliano3,,1,2,1,1,@matteosalvinimi,1
1158,2736138412,vale_ria_,,1,2,1,1,@matteosalvinimi,1
1159,402580562,tradori,,1,1,1,1,@matteosalvinimi,1
1160,1446432167513542673,emyp2109,,1,1,1,1,@matteosalvinimi,1
1161,1426834368635490307,giusepp64853114,,1,1,1,1,@matteosalvinimi,1
1162,1426149824,Sim_Salvioni29,,1,1,1,1,@matteosalvinimi,1
1163,289919111,masdata0301,,1,1,1,1,@matteosalvinimi,1
1164,2954518204,mejustme1908,,1,1,1,1,@matteosalvinimi,1
1165,983315264447098883,IngTanino,,1,1,1,1,@matteosalvinimi,1
1166,724665714188161025,giorgiomaresi,,1,1,1,1,@matteosalvinimi,1
1167,1337542008429305866,ossequioso,,1,1,1,1,@matteosalvinimi,1
