,Id,Label,Interval,Giant_Component,cluster_eigen,cluster_kmeans,cluster_GN,hashtags,gruppo
75,1169174599885611008,CuiProdest_67,,1,1,1,1,@matteosalvinimi,1
76,1370300701,anto_galli4,,1,2,2,1,@matteosalvinimi,1
77,401507232,MaMaurizi9,,1,1,1,1,@matteosalvinimi,1
78,1245445880540467203,paolobura1,,1,1,1,1,@matteosalvinimi,1
79,1248307267,SorryNs,,1,2,1,1,@matteosalvinimi,1
80,1298528549591224320,cravattarossa,,1,1,1,1,@matteosalvinimi,1
81,541099811,simonapecis,,1,1,1,1,@matteosalvinimi,1
82,1266649207,DriverMattia198,,1,2,1,1,@matteosalvinimi,1
83,4851430133,LKynes4,,1,2,1,1,@matteosalvinimi,1
84,834419884205469696,GiancarloPilus1,,1,2,2,1,@matteosalvinimi,1
85,1255459757730775041,PKarpoi,,1,2,1,1,@matteosalvinimi,1
86,2354704705,tamangha,,1,1,1,1,@matteosalvinimi,1
87,1420711554270511107,DeodatoRibeira,,1,2,1,1,@matteosalvinimi,1
88,816717166900809729,mrstone0856,,1,1,1,1,@matteosalvinimi,1
89,1342502335361273856,Bianca34874951,,1,1,1,1,@matteosalvinimi,1
90,784489264100827137,Napalm51,,0,0,0,0,@matteosalvinimi,1
91,1022925477504270336,IgorV01519720,,0,0,0,0,@matteosalvinimi,1
92,942330933436469249,EPICURO39417589,,1,1,1,1,@matteosalvinimi,1
93,917304116270989312,Pow_Wow_Indian,,1,2,1,1,@matteosalvinimi,1
94,41068452,giacomofaustini,,0,0,0,0,@matteosalvinimi,1
95,917423697979478016,littleCarme,,1,2,1,1,@matteosalvinimi,1
96,1026418206,dileguossi,,1,1,1,1,@matteosalvinimi,1
97,1449022180885422082,lucamazzotta69,,0,0,0,0,@matteosalvinimi,1
98,1080528002,WSalvaterra,,1,1,1,1,@matteosalvinimi,1
99,1454870791951167490,sfratazz,,1,2,1,1,@matteosalvinimi,1
100,1035805719789010945,fabiospes1,,1,1,1,1,@matteosalvinimi,1
101,2450132407,FlavioFoxes,,1,1,1,1,@matteosalvinimi,1
102,1000959834,Hrotbertha,,1,1,1,1,@matteosalvinimi,1
103,1409830264977645570,Luckyma89652325,,1,2,1,1,@matteosalvinimi,1
104,763310989232177152,LoredanaNavarra,,1,1,1,1,@matteosalvinimi,1
105,1393255723015057408,Enrico26659481,,1,1,1,1,@matteosalvinimi,1
106,2666051378,severino_nappi,,1,1,1,1,@matteosalvinimi,1
107,810235254870937600,ferillo2,,1,1,1,1,@matteosalvinimi,1
108,1445146782753861635,MaleficaAvita,,1,1,1,1,@matteosalvinimi,1
109,489331719,eowyn962010,,1,2,2,1,@matteosalvinimi,1
110,279178016,ventoc,,1,1,1,1,@matteosalvinimi,1
111,4615107617,Lidia550449671,,1,1,1,1,@matteosalvinimi,1
112,1192428185192935424,Giovann04712430,,1,1,1,1,@matteosalvinimi,1
