Source,Target,Type,Kind,Id,Label,Interval,Weight
1225916131640270849,376302409,Directed,,128,,,1.0
1225916131640270849,2859497729,Directed,,129,,,1.0
1295324221762142213,763485613,Directed,,130,,,1.0
1225916131640270849,1412670347095293954,Directed,,131,,,1.0
1220792838,138736601,Directed,,132,,,1.0
1225916131640270849,1412670347095293954,Directed,,133,,,1.0
333511563,425039950,Directed,,134,,,1.0
1122630542866952192,1053051961321365505,Directed,,135,,,1.0
498611410,1296134026282115077,Directed,,136,,,1.0
1225916131640270849,252646626,Directed,,137,,,1.0
333511563,1269002722264653831,Directed,,138,,,1.0
333511563,14287772,Directed,,139,,,1.0
333511563,252646626,Directed,,140,,,1.0
1432941587324092418,1418302669752606728,Directed,,141,,,1.0
742397759991480320,2330388670,Directed,,142,,,1.0
837286161743822848,734134273,Directed,,143,,,1.0
717585938185064448,1357993885776109571,Directed,,144,,,1.0
34236812,436956088,Directed,,145,,,1.0
742397759991480320,1200818228777357312,Directed,,146,,,1.0
770206242824413184,1412670347095293954,Directed,,147,,,1.0
881977786554081284,1096740936120496128,Directed,,148,,,1.0
1241472625785942021,1344664915949330432,Directed,,149,,,1.0
19281320,734134273,Directed,,150,,,1.0
1439982902884945920,1456739846,Directed,,151,,,1.0
977982478240673792,425039950,Directed,,152,,,1.0
1439982902884945920,734134273,Directed,,153,,,1.0
1638728959,425039950,Directed,,154,,,1.0
282821474,65335565,Directed,,155,,,1.0
801361825,2222183850,Directed,,156,,,1.0
1370300701,1384446301,Directed,,157,,,1.0
470448144,14287772,Directed,,158,,,1.0
3094278383,734134273,Directed,,159,,,1.0
911913975415222272,138736601,Directed,,160,,,1.0
1432941587324092418,734134273,Directed,,161,,,1.0
531490926,763485613,Directed,,162,,,1.0
1364225080859926540,1200818228777357312,Directed,,163,,,1.0
288420797,78567974,Directed,,164,,,1.0
2172140190,65335565,Directed,,165,,,1.0
985259745975197696,1458395058,Directed,,166,,,1.0
407661487,65335565,Directed,,167,,,1.0
2977945563,1458395058,Directed,,168,,,1.0
1427559614833385473,763485613,Directed,,169,,,1.0
2436207123,763485613,Directed,,170,,,1.0
2436207123,1296134026282115077,Directed,,171,,,1.0
712357369360093187,425039950,Directed,,172,,,1.0
617108757,436956088,Directed,,173,,,1.0
1432941587324092418,1458395058,Directed,,174,,,1.0
1273298206357585923,763485613,Directed,,175,,,1.0
2203691583,1262570369187221514,Directed,,176,,,1.0
2203691583,1296134026282115077,Directed,,177,,,1.0
1623361106,65335565,Directed,,178,,,1.0
1141368228515631104,1912357064,Directed,,179,,,1.0
1346756418,425039950,Directed,,180,,,1.0
2416147600,1460552765328003072,Directed,,181,,,1.0
2645001409,252646626,Directed,,182,,,1.0
3108618777,1296134026282115077,Directed,,183,,,1.0
1101507421527252993,1412670347095293954,Directed,,184,,,1.0
2416147600,14287772,Directed,,185,,,1.0
26571633,436956088,Directed,,186,,,1.0
4620858862,1384446301,Directed,,187,,,1.0
83819316,734134273,Directed,,188,,,1.0
83819316,763485613,Directed,,189,,,1.0
975035722309799936,425039950,Directed,,190,,,1.0
1407948418836803585,1262570369187221514,Directed,,191,,,1.0
997396500,408880700,Directed,,192,,,1.0
1327833974,1296134026282115077,Directed,,193,,,1.0
2795822274,425039950,Directed,,194,,,1.0
4372515753,1200818228777357312,Directed,,195,,,1.0
195515224,1412670347095293954,Directed,,196,,,1.0
934934092503764993,425039950,Directed,,197,,,1.0
1462056137898012673,1296134026282115077,Directed,,198,,,1.0
1311796571563077634,1269002722264653831,Directed,,199,,,1.0
4837935617,14287772,Directed,,200,,,1.0
1241659242404352000,3096871079,Directed,,201,,,1.0
1279126399295651841,2222183850,Directed,,202,,,1.0
971487167188013058,425039950,Directed,,203,,,1.0
1055380681,1200818228777357312,Directed,,204,,,1.0
1050542586,425039950,Directed,,205,,,1.0
26223770,734134273,Directed,,206,,,1.0
2394684582,1200818228777357312,Directed,,207,,,1.0
398032197,346161795,Directed,,208,,,1.0
8960282,857865903295344640,Directed,,209,,,1.0
2951425072,1296134026282115077,Directed,,210,,,1.0
566428916,2222183850,Directed,,211,,,1.0
1343937223947919360,408880700,Directed,,212,,,1.0
17921374,1200818228777357312,Directed,,213,,,1.0
3039450687,425039950,Directed,,214,,,1.0
2258955115,138736601,Directed,,215,,,1.0
1200128384,763485613,Directed,,216,,,1.0
69262967,436956088,Directed,,217,,,1.0
48971201,425039950,Directed,,218,,,1.0
8960282,763485613,Directed,,219,,,1.0
3288794249,1296134026282115077,Directed,,220,,,1.0
2644998883,2644998883,Directed,,221,,,1.0
486702995,1296134026282115077,Directed,,222,,,1.0
3233547113,1196394905196777472,Directed,,223,,,1.0
1890600458,1296134026282115077,Directed,,224,,,1.0
1420069615040966663,1032326690264018944,Directed,,225,,,1.0
2572422991,138736601,Directed,,226,,,1.0
1272437335,1032326690264018944,Directed,,227,,,1.0
949435291,425039950,Directed,,228,,,1.0
1248995916,1269002722264653831,Directed,,229,,,1.0
424084271,1032326690264018944,Directed,,230,,,1.0
309252644,1269002722264653831,Directed,,231,,,1.0
1464891523275837440,1196394905196777472,Directed,,232,,,1.0
2428598624,2222183850,Directed,,233,,,1.0
379030092,436956088,Directed,,234,,,1.0
1050542586,14287772,Directed,,235,,,1.0
1448763822643326976,1269002722264653831,Directed,,236,,,1.0
2535751839,221493059,Directed,,237,,,1.0
1380943683936251911,2222183850,Directed,,238,,,1.0
1080150091825061888,425039950,Directed,,239,,,1.0
56045247,2222183850,Directed,,240,,,1.0
995702996,78567974,Directed,,241,,,1.0
1292021606,138736601,Directed,,242,,,1.0
1339580876569526273,1296134026282115077,Directed,,243,,,1.0
1076779266619121665,1196394905196777472,Directed,,244,,,1.0
1123179943037423617,1296134026282115077,Directed,,245,,,1.0
2256287230,1296134026282115077,Directed,,246,,,1.0
2349034816,1101759705251225601,Directed,,247,,,1.0
966318320151683072,138736601,Directed,,248,,,1.0
992686250,425039950,Directed,,249,,,1.0
1448763822643326976,436956088,Directed,,250,,,1.0
160647378,857865903295344640,Directed,,251,,,1.0
778693643976581120,734134273,Directed,,252,,,1.0
823588089322995712,734134273,Directed,,253,,,1.0
1474855951,138736601,Directed,,254,,,1.0
998943681964068865,425039950,Directed,,255,,,1.0
3305939879,763485613,Directed,,256,,,1.0
79214086,2222183850,Directed,,257,,,1.0
1223954414807011328,2222183850,Directed,,258,,,1.0
980909551,425039950,Directed,,259,,,1.0
521421171,138736601,Directed,,260,,,1.0
3054188081,425039950,Directed,,261,,,1.0
79214086,797506411148312576,Directed,,262,,,1.0
1223954414807011328,797506411148312576,Directed,,263,,,1.0
2535751839,1319999334025494529,Directed,,264,,,1.0
2744185808,138736601,Directed,,265,,,1.0
1390215724048822272,1200818228777357312,Directed,,266,,,1.0
1393713090945064965,402580562,Directed,,267,,,1.0
1223954414807011328,734134273,Directed,,268,,,1.0
3105415553,1432517894,Directed,,269,,,1.0
1020380156194631680,1912357064,Directed,,270,,,1.0
336770410,97643497,Directed,,271,,,1.0
242667025,1269002722264653831,Directed,,272,,,1.0
1367806057146417158,1912357064,Directed,,273,,,1.0
1164135819243921408,138736601,Directed,,274,,,1.0
470349216,1357993885776109571,Directed,,275,,,1.0
112971721,1032326690264018944,Directed,,276,,,1.0
16628464,734134273,Directed,,277,,,1.0
99369286,1200818228777357312,Directed,,278,,,1.0
3398727328,857865903295344640,Directed,,279,,,1.0
1242481949437919233,1296134026282115077,Directed,,280,,,1.0
427694799,1269002722264653831,Directed,,281,,,1.0
4307656647,1296134026282115077,Directed,,282,,,1.0
1435676887603458061,734134273,Directed,,283,,,1.0
2169077983,734134273,Directed,,284,,,1.0
3080186967,763485613,Directed,,285,,,1.0
917038232,1912357064,Directed,,286,,,1.0
1435676887603458061,1296134026282115077,Directed,,287,,,1.0
468720469,1912357064,Directed,,288,,,1.0
1435676887603458061,763485613,Directed,,289,,,1.0
1428767360,1912357064,Directed,,290,,,1.0
364833049,1296134026282115077,Directed,,291,,,1.0
1421533418513440772,96944940,Directed,,292,,,1.0
2153153533,221493059,Directed,,293,,,1.0
1053632622465818624,1319999334025494529,Directed,,294,,,1.0
121756913,1269002722264653831,Directed,,295,,,1.0
385897719,2608133516,Directed,,296,,,1.0
1295324221762142213,1296134026282115077,Directed,,297,,,1.0
950339922602479616,1912357064,Directed,,298,,,1.0
897417492569751552,138736601,Directed,,299,,,1.0
700841898,857865903295344640,Directed,,300,,,1.0
104489361,763485613,Directed,,301,,,1.0
3182487665,857865903295344640,Directed,,302,,,1.0
1401911906,1912357064,Directed,,303,,,1.0
366660837,1912357064,Directed,,304,,,1.0
1524453986,734134273,Directed,,305,,,1.0
1434078851739668489,1296134026282115077,Directed,,306,,,1.0
719363793,1296134026282115077,Directed,,307,,,1.0
240626745,1912357064,Directed,,308,,,1.0
1221563242977419271,138736601,Directed,,309,,,1.0
1363172445172211713,221493059,Directed,,310,,,1.0
1448291723487100932,1344664915949330432,Directed,,311,,,1.0
1393541650471919622,1296134026282115077,Directed,,312,,,1.0
1401942238544990219,51759517,Directed,,313,,,1.0
2283375104,138736601,Directed,,314,,,1.0
2284755698,1296134026282115077,Directed,,315,,,1.0
1427654943486402570,2222183850,Directed,,316,,,1.0
1241472625785942021,1451119733709934596,Directed,,317,,,1.0
498843180,1296134026282115077,Directed,,318,,,1.0
588434195,857865903295344640,Directed,,319,,,1.0
1891662462,763485613,Directed,,320,,,1.0
1404377217702957062,1269002722264653831,Directed,,321,,,1.0
50827580,1357993885776109571,Directed,,322,,,1.0
1474545834540908546,763485613,Directed,,323,,,1.0
1876971385,1269002722264653831,Directed,,324,,,1.0
2637882316,1269002722264653831,Directed,,325,,,1.0
632814671,1456739846,Directed,,326,,,1.0
1342223197131993088,1296134026282115077,Directed,,327,,,1.0
1417095125617029120,1446846776334499844,Directed,,328,,,1.0
1436670330953773062,763485613,Directed,,329,,,1.0
1436670330953773062,734134273,Directed,,330,,,1.0
1379962796,1032326690264018944,Directed,,331,,,1.0
431793661,408880700,Directed,,332,,,1.0
911703522697150464,1366086962164154371,Directed,,333,,,1.0
1441812471635853321,1454127021836091397,Directed,,334,,,1.0
1158758131448590336,1032326690264018944,Directed,,335,,,1.0
2572492388,1296134026282115077,Directed,,336,,,1.0
1354478231613804546,1032326690264018944,Directed,,337,,,1.0
476053480,763485613,Directed,,338,,,1.0
1000480351905632258,408880700,Directed,,339,,,1.0
1159522170,763485613,Directed,,340,,,1.0
1310565298920136705,1296134026282115077,Directed,,341,,,1.0
1028659543197274113,763485613,Directed,,342,,,1.0
4284959421,2763305468,Directed,,343,,,1.0
836523541,1296134026282115077,Directed,,344,,,1.0
1324237144278392832,1269002722264653831,Directed,,345,,,1.0
1032326690264018944,1032326690264018944,Directed,,346,,,1.0
332133904,1456739846,Directed,,347,,,1.0
919417542,1296134026282115077,Directed,,348,,,1.0
973846730,96944940,Directed,,349,,,1.0
470242115,1296134026282115077,Directed,,350,,,1.0
332133904,1417045292667576323,Directed,,351,,,1.0
424084271,1296134026282115077,Directed,,352,,,1.0
3023202976,1296134026282115077,Directed,,353,,,1.0
1244701169315991553,1296134026282115077,Directed,,354,,,1.0
484592863,1296134026282115077,Directed,,355,,,1.0
416583838,1456739846,Directed,,356,,,1.0
326150500,1296134026282115077,Directed,,357,,,1.0
416583838,734134273,Directed,,358,,,1.0
1111179646538842112,1296134026282115077,Directed,,359,,,1.0
889570898566672386,436956088,Directed,,360,,,1.0
934809157055799299,436956088,Directed,,361,,,1.0
1397552279738273793,763485613,Directed,,362,,,1.0
1088748639349100544,1451119733709934596,Directed,,363,,,1.0
1347494296744833024,1296134026282115077,Directed,,364,,,1.0
835122590,138736601,Directed,,365,,,1.0
911703522697150464,2222183850,Directed,,366,,,1.0
1300927952,763485613,Directed,,367,,,1.0
2378654494,763485613,Directed,,368,,,1.0
701697524,2222183850,Directed,,369,,,1.0
1389814780349853696,1200818228777357312,Directed,,370,,,1.0
902435333559738368,797506411148312576,Directed,,371,,,1.0
853916380369956866,138736601,Directed,,372,,,1.0
3368018859,1296134026282115077,Directed,,373,,,1.0
1267892826077122561,1147561443065249792,Directed,,374,,,1.0
131467551,436956088,Directed,,375,,,1.0
746053497750228993,138736601,Directed,,376,,,1.0
1414955644596129799,221493059,Directed,,377,,,1.0
929508925,138736601,Directed,,378,,,1.0
404994604,2608133516,Directed,,379,,,1.0
1474296028702691346,221493059,Directed,,380,,,1.0
1296134026282115077,1296134026282115077,Directed,,381,,,1.0
1356291950194937857,1296134026282115077,Directed,,382,,,1.0
2713176561,1296134026282115077,Directed,,383,,,1.0
350920742,763485613,Directed,,384,,,1.0
1301626694890139649,1196394905196777472,Directed,,385,,,1.0
1301626694890139649,1456739846,Directed,,386,,,1.0
1301626694890139649,1460634559113043973,Directed,,387,,,1.0
1436197225428922369,734134273,Directed,,388,,,1.0
1301626694890139649,408880700,Directed,,389,,,1.0
389380746,2222183850,Directed,,390,,,1.0
1301626694890139649,441025617,Directed,,391,,,1.0
1087029078,763485613,Directed,,392,,,1.0
389380746,1417045292667576323,Directed,,393,,,1.0
1001426446093611010,1200818228777357312,Directed,,394,,,1.0
1221563242977419271,436956088,Directed,,395,,,1.0
240626745,1417045292667576323,Directed,,396,,,1.0
992295952932225024,123920914,Directed,,397,,,1.0
1134090080681963520,1296134026282115077,Directed,,398,,,1.0
1385368730,221493059,Directed,,399,,,1.0
984185787708264448,734134273,Directed,,400,,,1.0
1389814780349853696,763485613,Directed,,401,,,1.0
394736105,14287772,Directed,,402,,,1.0
59793989,1296134026282115077,Directed,,403,,,1.0
1253804406635708422,14287772,Directed,,404,,,1.0
1253804406635708422,436956088,Directed,,405,,,1.0
440737015,138736601,Directed,,406,,,1.0
1450765089372524552,1262570369187221514,Directed,,407,,,1.0
1234744238228803585,763485613,Directed,,408,,,1.0
419061509,252646626,Directed,,409,,,1.0
1213817097567866881,2222183850,Directed,,410,,,1.0
419061509,734134273,Directed,,411,,,1.0
1080150091825061888,138736601,Directed,,412,,,1.0
1250721884745936896,1451119733709934596,Directed,,413,,,1.0
211429477,430437851,Directed,,414,,,1.0
2572492388,1200818228777357312,Directed,,415,,,1.0
866553811825041410,1262570369187221514,Directed,,416,,,1.0
1167138439998976000,441025617,Directed,,417,,,1.0
1317540711517081600,441025617,Directed,,418,,,1.0
2436207123,763485613,Directed,,419,,,1.0
162275518,1451119733709934596,Directed,,420,,,1.0
744861919450963968,1451119733709934596,Directed,,421,,,1.0
229747670,2763305468,Directed,,422,,,1.0
1421716917358891012,734134273,Directed,,423,,,1.0
312615662,1451119733709934596,Directed,,424,,,1.0
992520149830955011,734134273,Directed,,425,,,1.0
1472640032087457807,1472640032087457807,Directed,,426,,,1.0
505615038,436956088,Directed,,427,,,1.0
1063806444380798976,1451119733709934596,Directed,,428,,,1.0
3039455387,734134273,Directed,,429,,,1.0
1290588940731326465,734134273,Directed,,430,,,1.0
546610139,734134273,Directed,,431,,,1.0
130502044,763485613,Directed,,432,,,1.0
1420711554270511107,763485613,Directed,,433,,,1.0
433664513,1448002220360933383,Directed,,434,,,1.0
1295952056,436956088,Directed,,435,,,1.0
74164099,763485613,Directed,,436,,,1.0
2256287230,1136520206900236288,Directed,,437,,,1.0
2243577362,138736601,Directed,,438,,,1.0
1370300701,763485613,Directed,,439,,,1.0
827199467304673280,763485613,Directed,,440,,,1.0
1430415513037979651,763485613,Directed,,441,,,1.0
1034100285076135937,763485613,Directed,,442,,,1.0
121756913,436956088,Directed,,443,,,1.0
1214986704492339206,221493059,Directed,,444,,,1.0
971323446507589632,138736601,Directed,,445,,,1.0
3252394091,763485613,Directed,,446,,,1.0
1285866977693700096,763485613,Directed,,447,,,1.0
51759517,763485613,Directed,,448,,,1.0
1273298206357585923,763485613,Directed,,449,,,1.0
1452989681319174146,1456739846,Directed,,450,,,1.0
2283774106,436956088,Directed,,451,,,1.0
1342931568793448458,734134273,Directed,,452,,,1.0
1267892826077122561,1000835549870075906,Directed,,453,,,1.0
1085531312,734134273,Directed,,454,,,1.0
4200632549,1254860570702098432,Directed,,455,,,1.0
4200632549,2763305468,Directed,,456,,,1.0
2949221836,2222183850,Directed,,457,,,1.0
1652843454,138736601,Directed,,458,,,1.0
4200632549,969807489091981312,Directed,,459,,,1.0
2949221836,1200818228777357312,Directed,,460,,,1.0
2713176561,734134273,Directed,,461,,,1.0
4200632549,2222183850,Directed,,462,,,1.0
4200632549,1456739846,Directed,,463,,,1.0
4200632549,1196394905196777472,Directed,,464,,,1.0
452013510,221493059,Directed,,465,,,1.0
4200632549,1262570369187221514,Directed,,466,,,1.0
4200632549,734134273,Directed,,467,,,1.0
1209249979744817152,763485613,Directed,,468,,,1.0
129471858,252646626,Directed,,469,,,1.0
1557557558,221493059,Directed,,470,,,1.0
1004967978386026496,763485613,Directed,,471,,,1.0
1131148316,763485613,Directed,,472,,,1.0
1442780249952034820,1196394905196777472,Directed,,473,,,1.0
1553329886,2222183850,Directed,,474,,,1.0
969496038,138736601,Directed,,475,,,1.0
970835599,14287772,Directed,,476,,,1.0
379168026,1456739846,Directed,,477,,,1.0
484012645,78567974,Directed,,478,,,1.0
2336489501,221493059,Directed,,479,,,1.0
424322762,138736601,Directed,,480,,,1.0
1055494906133839874,252646626,Directed,,481,,,1.0
46870357,1262570369187221514,Directed,,482,,,1.0
782065777,2608133516,Directed,,483,,,1.0
1036611673,734134273,Directed,,484,,,1.0
1037076323599114241,734134273,Directed,,485,,,1.0
380654438,436956088,Directed,,486,,,1.0
380654438,14287772,Directed,,487,,,1.0
1450506859480326145,763485613,Directed,,488,,,1.0
59746019,252646626,Directed,,489,,,1.0
368588066,763485613,Directed,,490,,,1.0
1458395058,1319999334025494529,Directed,,491,,,1.0
1055485253450645504,65335565,Directed,,492,,,1.0
49922148,252646626,Directed,,493,,,1.0
1400149656898785283,1196394905196777472,Directed,,494,,,1.0
1442780249952034820,1200818228777357312,Directed,,495,,,1.0
1048267423,138736601,Directed,,496,,,1.0
1423166823684509696,734134273,Directed,,497,,,1.0
1442950706915315712,1009125592799875072,Directed,,498,,,1.0
377453865,763485613,Directed,,499,,,1.0
969926737361604608,1200818228777357312,Directed,,500,,,1.0
2529337990,221493059,Directed,,501,,,1.0
1359595135,2222183850,Directed,,502,,,1.0
532302047,138736601,Directed,,503,,,1.0
1369354067282173952,221493059,Directed,,504,,,1.0
1409830264977645570,1428046962981576713,Directed,,505,,,1.0
1442745694700326917,734134273,Directed,,506,,,1.0
1459809801500860418,221493059,Directed,,507,,,1.0
1240214959776239616,436956088,Directed,,508,,,1.0
462235312,734134273,Directed,,509,,,1.0
1361665772465102853,221493059,Directed,,510,,,1.0
493526842,221493059,Directed,,511,,,1.0
1420711554270511107,221493059,Directed,,512,,,1.0
448784921,763485613,Directed,,513,,,1.0
2361059826,763485613,Directed,,514,,,1.0
1198489144470753280,436956088,Directed,,515,,,1.0
1462088600422699018,734134273,Directed,,516,,,1.0
1423975235427131393,763485613,Directed,,517,,,1.0
975658764752781312,221493059,Directed,,518,,,1.0
409518536,436956088,Directed,,519,,,1.0
1026475254577807366,734134273,Directed,,520,,,1.0
1347253323389407232,221493059,Directed,,521,,,1.0
7706132,2222183850,Directed,,522,,,1.0
1890600458,221493059,Directed,,523,,,1.0
422062831,138736601,Directed,,524,,,1.0
1454518436785176578,1200818228777357312,Directed,,525,,,1.0
585455321,14287772,Directed,,526,,,1.0
421958453,436956088,Directed,,527,,,1.0
722919613,138736601,Directed,,528,,,1.0
1111697667946659840,413231504,Directed,,529,,,1.0
1351253532,252646626,Directed,,530,,,1.0
1376226833000173576,734134273,Directed,,531,,,1.0
872470236,2222183850,Directed,,532,,,1.0
1090339776,138736601,Directed,,533,,,1.0
299208509,1323040160,Directed,,534,,,1.0
477897185,138736601,Directed,,535,,,1.0
975761831905169409,252646626,Directed,,536,,,1.0
2615476385,221493059,Directed,,537,,,1.0
975771371933523968,1262570369187221514,Directed,,538,,,1.0
1463260896541560833,14287772,Directed,,539,,,1.0
440826500,97643497,Directed,,540,,,1.0
495412522,138736601,Directed,,541,,,1.0
440826500,78567974,Directed,,542,,,1.0
3220685706,252646626,Directed,,543,,,1.0
440826500,138736601,Directed,,544,,,1.0
468410833,2763305468,Directed,,545,,,1.0
29201900,734134273,Directed,,546,,,1.0
628227641,1196394905196777472,Directed,,547,,,1.0
62077909,252646626,Directed,,548,,,1.0
808433797331058689,252646626,Directed,,549,,,1.0
808433797331058689,734134273,Directed,,550,,,1.0
969926737361604608,1196394905196777472,Directed,,551,,,1.0
2814068380,252646626,Directed,,552,,,1.0
1458395058,1262570369187221514,Directed,,553,,,1.0
1311796571563077634,14287772,Directed,,554,,,1.0
1300884946878427137,1262570369187221514,Directed,,555,,,1.0
807842269,138736601,Directed,,556,,,1.0
468410833,2763305468,Directed,,557,,,1.0
1166451475821846530,734134273,Directed,,558,,,1.0
2215696648,734134273,Directed,,559,,,1.0
1300884946878427137,734134273,Directed,,560,,,1.0
1424020429203771394,1262570369187221514,Directed,,561,,,1.0
2338719661,138736601,Directed,,562,,,1.0
808207176,138736601,Directed,,563,,,1.0
954090832965062657,138736601,Directed,,564,,,1.0
1027537150055788544,14287772,Directed,,565,,,1.0
1464632462,138736601,Directed,,566,,,1.0
1221563242977419271,14287772,Directed,,567,,,1.0
702758072629010432,252646626,Directed,,568,,,1.0
