Source,Target,Type,Kind,Id,Label,Interval,Weight
321228288,1173223843,Directed,,1,,,1.0
1426639026824564737,1364298062919794688,Directed,,2,,,1.0
272945830,2380463039,Directed,,3,,,1.0
745351426117869568,1238800491632607232,Directed,,4,,,1.0
798461063494828032,1173223843,Directed,,5,,,1.0
1053632622465818624,1364298062919794688,Directed,,6,,,1.0
1429231388394467332,1364298062919794688,Directed,,7,,,1.0
1000480351905632258,1364298062919794688,Directed,,8,,,1.0
2187420112,1364298062919794688,Directed,,9,,,1.0
2175541491,1238800491632607232,Directed,,10,,,1.0
1197158807140483072,1364298062919794688,Directed,,11,,,1.0
1320296479437836288,1364298062919794688,Directed,,12,,,1.0
1901258058,1364298062919794688,Directed,,13,,,1.0
363701163,1173223843,Directed,,14,,,1.0
2197175103,2380463039,Directed,,15,,,1.0
1444189918276767750,1238800491632607232,Directed,,16,,,1.0
2370797451,1173223843,Directed,,17,,,1.0
1423614587153305600,1238800491632607232,Directed,,18,,,1.0
721992165505835009,1364298062919794688,Directed,,19,,,1.0
1321232532495544326,1173223843,Directed,,20,,,1.0
1430162268,1238800491632607232,Directed,,21,,,1.0
1087476792007495680,1364298062919794688,Directed,,22,,,1.0
1160826529624023041,1364298062919794688,Directed,,23,,,1.0
1468933392326610954,1173223843,Directed,,24,,,1.0
1377439021,1438546161955229703,Directed,,25,,,1.0
875178422,2380463039,Directed,,26,,,1.0
2498916540,2380463039,Directed,,27,,,1.0
1449468040245035011,1364298062919794688,Directed,,28,,,1.0
416583838,1364298062919794688,Directed,,29,,,1.0
1230454012199264257,1364298062919794688,Directed,,30,,,1.0
909239401,977434731523559424,Directed,,31,,,1.0
2363670784,4882542093,Directed,,32,,,1.0
2175541491,1238800491632607232,Directed,,33,,,1.0
2175541491,1238800491632607232,Directed,,34,,,1.0
1386786871439659011,1238800491632607232,Directed,,35,,,1.0
1443847898735783967,1238800491632607232,Directed,,36,,,1.0
928345597182177286,1238800491632607232,Directed,,37,,,1.0
1449323956415209477,4882542093,Directed,,38,,,1.0
1231573077722632192,4882542093,Directed,,39,,,1.0
1249848746,1364298062919794688,Directed,,40,,,1.0
20552360,1364298062919794688,Directed,,41,,,1.0
1436294611559923712,1238800491632607232,Directed,,42,,,1.0
416439103,1364298062919794688,Directed,,43,,,1.0
1431892131791134724,1364298062919794688,Directed,,44,,,1.0
740077770001244160,1364298062919794688,Directed,,45,,,1.0
147943469,1364298062919794688,Directed,,46,,,1.0
1005128837871669248,1364298062919794688,Directed,,47,,,1.0
420419717,1246211106948907008,Directed,,48,,,1.0
3366460893,1364298062919794688,Directed,,49,,,1.0
1410870161985388546,1364298062919794688,Directed,,50,,,1.0
1248373124778921985,977434731523559424,Directed,,51,,,1.0
708318936513777664,977434731523559424,Directed,,52,,,1.0
2716446892,1364298062919794688,Directed,,53,,,1.0
917423697979478016,1238800491632607232,Directed,,54,,,1.0
1423975235427131393,1364298062919794688,Directed,,55,,,1.0
1431892131791134724,1364298062919794688,Directed,,56,,,1.0
740077770001244160,4882542093,Directed,,57,,,1.0
4012699222,1364298062919794688,Directed,,58,,,1.0
3047940471,1238800491632607232,Directed,,59,,,1.0
397059204,1238800491632607232,Directed,,60,,,1.0
4896258532,1238800491632607232,Directed,,61,,,1.0
1460389568734187522,977434731523559424,Directed,,62,,,1.0
1423744944544550912,977434731523559424,Directed,,63,,,1.0
1427478474,4882542093,Directed,,64,,,1.0
1266634908,1238800491632607232,Directed,,65,,,1.0
1236336724399329280,1364298062919794688,Directed,,66,,,1.0
1015918388428918784,1238800491632607232,Directed,,67,,,1.0
416583838,4882542093,Directed,,68,,,1.0
1186014796833009664,977434731523559424,Directed,,69,,,1.0
1007584526971924483,1391766884052254720,Directed,,70,,,1.0
32596998,977434731523559424,Directed,,71,,,1.0
792793865489117184,1238800491632607232,Directed,,72,,,1.0
1386285569689497602,1364298062919794688,Directed,,73,,,1.0
176475756,1364298062919794688,Directed,,74,,,1.0
2967886973,1238800491632607232,Directed,,75,,,1.0
1347233231180017666,977434731523559424,Directed,,76,,,1.0
1435036992056737810,1364298062919794688,Directed,,77,,,1.0
872009898145533954,1364298062919794688,Directed,,78,,,1.0
430544226,4882542093,Directed,,79,,,1.0
745351426117869568,1364298062919794688,Directed,,80,,,1.0
1106648386470666241,1364298062919794688,Directed,,81,,,1.0
4853695089,977434731523559424,Directed,,82,,,1.0
2967886973,1238800491632607232,Directed,,83,,,1.0
1105021068,1364298062919794688,Directed,,84,,,1.0
1436197225428922369,4882542093,Directed,,85,,,1.0
211254120,1238800491632607232,Directed,,86,,,1.0
1432452931002019849,1238800491632607232,Directed,,87,,,1.0
3631495096,1238800491632607232,Directed,,88,,,1.0
1000480351905632258,1173223843,Directed,,89,,,1.0
1469377081054277637,1238800491632607232,Directed,,90,,,1.0
1465740984256507907,1238800491632607232,Directed,,91,,,1.0
1424689315,977434731523559424,Directed,,92,,,1.0
2247093145,1364298062919794688,Directed,,93,,,1.0
536769582,2571088997,Directed,,94,,,1.0
1052983992,3151825048,Directed,,95,,,1.0
489331719,1238800491632607232,Directed,,96,,,1.0
1236336724399329280,1364298062919794688,Directed,,97,,,1.0
1229014265673256961,1364298062919794688,Directed,,98,,,1.0
1338213606740144128,425260478,Directed,,99,,,1.0
211254120,1238800491632607232,Directed,,100,,,1.0
1455293360051216385,1364298062919794688,Directed,,101,,,1.0
1408567643662127106,1364298062919794688,Directed,,102,,,1.0
525196431,4882542093,Directed,,103,,,1.0
1492509740,1364298062919794688,Directed,,104,,,1.0
489722273,1364298062919794688,Directed,,105,,,1.0
1410886618538557440,2353382138,Directed,,106,,,1.0
1410886618538557440,821879334,Directed,,107,,,1.0
948007465773395968,1364298062919794688,Directed,,108,,,1.0
496862827,1364298062919794688,Directed,,109,,,1.0
781635668195827716,1238800491632607232,Directed,,110,,,1.0
636328779,4882542093,Directed,,111,,,1.0
363701163,1413591361186672642,Directed,,112,,,1.0
57358236,1077269276,Directed,,113,,,1.0
949217047078162432,1173223843,Directed,,114,,,1.0
1438796669986947073,1238800491632607232,Directed,,115,,,1.0
1475049574809186307,3151825048,Directed,,116,,,1.0
1244348233402462209,4882542093,Directed,,117,,,1.0
20552360,1364298062919794688,Directed,,118,,,1.0
1088748639349100544,4882542093,Directed,,119,,,1.0
792793865489117184,1238800491632607232,Directed,,120,,,1.0
489331719,1364298062919794688,Directed,,121,,,1.0
917038232,1238800491632607232,Directed,,122,,,1.0
745351426117869568,1238800491632607232,Directed,,123,,,1.0
1338403125670129666,2571088997,Directed,,124,,,1.0
1245445880540467203,1238800491632607232,Directed,,125,,,1.0
397059204,2571088997,Directed,,126,,,1.0
1322543941,1364298062919794688,Directed,,127,,,1.0
1123858502118776834,1173223843,Directed,,128,,,1.0
850324301450555392,1364298062919794688,Directed,,129,,,1.0
1431187217876127744,1238800491632607232,Directed,,130,,,1.0
3318549610,1173223843,Directed,,131,,,1.0
1376122043779973121,3151825048,Directed,,132,,,1.0
1356156544229003265,1364298062919794688,Directed,,133,,,1.0
4645281629,1364298062919794688,Directed,,134,,,1.0
711830999227899906,1238800491632607232,Directed,,135,,,1.0
1436370361516441601,1364298062919794688,Directed,,136,,,1.0
561569814,1364298062919794688,Directed,,137,,,1.0
1445118390700498957,1238800491632607232,Directed,,138,,,1.0
1205428460719620096,1238800491632607232,Directed,,139,,,1.0
1442589814449078272,1238800491632607232,Directed,,140,,,1.0
1101307491713990656,1238800491632607232,Directed,,141,,,1.0
497875655,497875655,Directed,,142,,,1.0
1077644550,1238800491632607232,Directed,,143,,,1.0
799219281451958272,4882542093,Directed,,144,,,1.0
1123858502118776834,1238800491632607232,Directed,,145,,,1.0
430544226,1364298062919794688,Directed,,146,,,1.0
578975558,1238800491632607232,Directed,,147,,,1.0
39941615,1238800491632607232,Directed,,148,,,1.0
1447276410721144833,1364298062919794688,Directed,,149,,,1.0
1123858502118776834,1238800491632607232,Directed,,150,,,1.0
